chr	source	feature	start	end	score	strand	frame	group	log_RPM	expression
chr17	.	miRNA	27188389	27188456	.	+	.	Name=hsa-mir-451b;ID=MI0017360	-5.17496571531869	0
chr17	.	miRNA	57443444	57443515	.	+	.	Name=hsa-mir-4729;ID=MI0017366	-5.17496571531869	0
chr17	.	miRNA	78393218	78393293	.	+	.	Name=hsa-mir-4730;ID=MI0017367	-4.43969243723542	0
chr17	.	miRNA	36858515	36858584	.	-	.	Name=hsa-mir-4734;ID=MI0017371	-4.74122029603076	0
chr17	.	miRNA	56413337	56413383	.	-	.	Name=hsa-mir-4736;ID=MI0017373	-5.17496571531869	0
chr17	.	miRNA	58120386	58120466	.	-	.	Name=hsa-mir-4737;ID=MI0017374	-5.17496571531869	0
chr17	.	miRNA	77680985	77681058	.	-	.	Name=hsa-mir-4739;ID=MI0017377	-5.17496571531869	0
chr18	.	miRNA	20513312	20513401	.	+	.	Name=hsa-mir-4741;ID=MI0017379	-3.69999173999012	0
chr18	.	miRNA	46576057	46576138	.	-	.	Name=hsa-mir-4744;ID=MI0017382	-3.90998455289628	0
chr19	.	miRNA	10890930	10891011	.	+	.	Name=hsa-mir-4748;ID=MI0017387	-4.13543273380648	0
chr19	.	miRNA	50436321	50436394	.	+	.	Name=hsa-mir-4751;ID=MI0017390	-5.17496571531869	0
chr19	.	miRNA	54785964	54786035	.	+	.	Name=hsa-mir-4752;ID=MI0017391	-5.17496571531869	0
chr19	.	miRNA	58898137	58898225	.	-	.	Name=hsa-mir-4754;ID=MI0017394	-5.17496571531869	0
chr21	.	miRNA	28326280	28326362	.	+	.	Name=hsa-mir-4759;ID=MI0017400	-5.17496571531869	0
chr2	.	miRNA	32860322	32860398	.	+	.	Name=hsa-mir-4765;ID=MI0017406	-3.30567621893175	0
chrX	.	miRNA	7065901	7065978	.	+	.	Name=hsa-mir-4767;ID=MI0017408	-5.17496571531869	0
chrX	.	miRNA	6301947	6302004	.	-	.	Name=hsa-mir-4770;ID=MI0017411	-5.17496571531869	0
chr2	.	miRNA	87421909	87421982	.	+	.	Name=hsa-mir-4771-1;ID=MI0017412	-5.17496571531869	0
chr2	.	miRNA	112528638	112528711	.	-	.	Name=hsa-mir-4771-2;ID=MI0017413	-5.17496571531869	0
chr2	.	miRNA	152224848	152224925	.	+	.	Name=hsa-mir-4773-1;ID=MI0017415	-3.72612952182449	0
chr2	.	miRNA	152224848	152224925	.	-	.	Name=hsa-mir-4773-2;ID=MI0017416	-3.72612952182449	0
chr2	.	miRNA	208619531	208619605	.	+	.	Name=hsa-mir-4775;ID=MI0017418	-5.17496571531869	0
chr2	.	miRNA	86420149	86420231	.	-	.	Name=hsa-mir-4779;ID=MI0017423	-5.17496571531869	0
chr2	.	miRNA	88382038	88382118	.	-	.	Name=hsa-mir-4780;ID=MI0017424	-5.17496571531869	0
chr2	.	miRNA	132248733	132248809	.	-	.	Name=hsa-mir-4784;ID=MI0017429	-5.17496571531869	0
chr2	.	miRNA	161264321	161264393	.	-	.	Name=hsa-mir-4785;ID=MI0017430	-1.38956254203664	1
chr3	.	miRNA	134156669	134156748	.	+	.	Name=hsa-mir-4788;ID=MI0017435	-3.13950322293011	1
chr3	.	miRNA	19356340	19356423	.	-	.	Name=hsa-mir-4791;ID=MI0017438	-2.24880905163352	1
chr3	.	miRNA	24562853	24562926	.	-	.	Name=hsa-mir-4792;ID=MI0017439	-5.17496571531869	0
chr1	.	miRNA	65045530	65045606	.	+	.	Name=hsa-mir-4794;ID=MI0017441	-5.17496571531869	0
chr4	.	miRNA	37243532	37243613	.	-	.	Name=hsa-mir-4801;ID=MI0017449	-5.17496571531869	0
chr5	.	miRNA	71465294	71465367	.	+	.	Name=hsa-mir-4803;ID=MI0017451	0.153371690513494	2
chr17	.	miRNA	62497332	62497431	.	-	.	Name=hsa-mir-5047;ID=MI0017932	-5.17496571531869	0
chr1	.	miRNA	147806603	147806678	.	-	.	Name=hsa-mir-5087;ID=MI0017976	-3.02985043849279	1
chr7	.	miRNA	102106189	102106273	.	+	.	Name=hsa-mir-5090;ID=MI0017979	-5.17496571531869	0
chr4	.	miRNA	13629489	13629581	.	+	.	Name=hsa-mir-5091;ID=MI0017980	-4.74122029603076	0
chr3	.	miRNA	124870309	124870396	.	-	.	Name=hsa-mir-5092;ID=MI0017981	-5.17496571531869	0
chr16	.	miRNA	85339832	85339931	.	-	.	Name=hsa-mir-5093;ID=MI0017982	-5.17496571531869	0
chr15	.	miRNA	90393869	90393953	.	-	.	Name=hsa-mir-5094;ID=MI0017983	-2.14438669410145	1
chr1	.	miRNA	53400602	53400689	.	+	.	Name=hsa-mir-5095;ID=MI0018001	-5.17496571531869	0
chr1	.	miRNA	53394346	53394444	.	+	.	Name=hsa-mir-1273f;ID=MI0018002	-5.17496571531869	0
chr4	.	miRNA	79741906	79741975	.	+	.	Name=hsa-mir-5096;ID=MI0018004	-5.17496571531869	0
chr3	.	miRNA	151283664	151283783	.	-	.	Name=hsa-mir-5186;ID=MI0018165	-5.17496571531869	0
chr12	.	miRNA	125400093	125400205	.	+	.	Name=hsa-mir-5188;ID=MI0018167	-5.17496571531869	0
chr18	.	miRNA	13459946	13460025	.	+	.	Name=hsa-mir-5190;ID=MI0018169	-5.17496571531869	0
chr1	.	miRNA	201688636	201688755	.	+	.	Name=hsa-mir-5191;ID=MI0018170	-5.17496571531869	0
chr2	.	miRNA	62432961	62433052	.	+	.	Name=hsa-mir-5192;ID=MI0018171	-5.17496571531869	0
chr3	.	miRNA	49843570	49843678	.	-	.	Name=hsa-mir-5193;ID=MI0018172	-5.17496571531869	0
chr8	.	miRNA	131020580	131020699	.	-	.	Name=hsa-mir-5194;ID=MI0018173	-5.17496571531869	0
chr3	.	miRNA	75263627	75263700	.	+	.	Name=hsa-mir-4444-2;ID=MI0019111	-3.37876378312221	0
chr16	.	miRNA	16400227	16400291	.	+	.	Name=hsa-mir-3670-2;ID=MI0019112	-5.17496571531869	0
chr10	.	miRNA	43493011	43493129	.	+	.	Name=hsa-mir-5100;ID=MI0019116	2.35610170229218	2
chr15	.	miRNA	80873444	80873580	.	+	.	Name=hsa-mir-5572;ID=MI0019117	-5.17496571531869	0
chr8	.	miRNA	103137660	103137743	.	+	.	Name=hsa-mir-5680;ID=MI0019280	-5.17496571531869	0
chr8	.	miRNA	75460778	75460852	.	+	.	Name=hsa-mir-5681a;ID=MI0019281	-5.17496571531869	0
chr3	.	miRNA	120768487	120768562	.	+	.	Name=hsa-mir-5682;ID=MI0019282	-3.63685366817782	0
chr9	.	miRNA	135821094	135821158	.	+	.	Name=hsa-mir-548aw;ID=MI0019283	-1.57899506015221	1
chr6	.	miRNA	6169567	6169642	.	+	.	Name=hsa-mir-5683;ID=MI0019284	-5.17496571531869	0
chr19	.	miRNA	12897942	12898006	.	+	.	Name=hsa-mir-5684;ID=MI0019285	-5.17496571531869	0
chrX	.	miRNA	11336734	11336806	.	-	.	Name=hsa-mir-548ax;ID=MI0019286	-5.17496571531869	0
chr6	.	miRNA	53141791	53141869	.	+	.	Name=hsa-mir-5685;ID=MI0019287	-5.17496571531869	0
chr5	.	miRNA	135138674	135138764	.	-	.	Name=hsa-mir-5692c-1;ID=MI0019288	-5.17496571531869	0
chr7	.	miRNA	97593717	97593793	.	-	.	Name=hsa-mir-5692c-2;ID=MI0019289	-5.17496571531869	0
chr5	.	miRNA	54804678	54804754	.	-	.	Name=hsa-mir-5687;ID=MI0019291	-5.17496571531869	0
chr3	.	miRNA	85434860	85434942	.	+	.	Name=hsa-mir-5688;ID=MI0019292	-5.17496571531869	0
chr8	.	miRNA	75460785	75460844	.	-	.	Name=hsa-mir-5681b;ID=MI0019293	-5.17496571531869	0
chr6	.	miRNA	10439950	10440027	.	+	.	Name=hsa-mir-5689;ID=MI0019294	-5.17496571531869	0
chr6	.	miRNA	35632494	35632566	.	-	.	Name=hsa-mir-5690;ID=MI0019295	-2.1792334417647	1
chr11	.	miRNA	9111859	9111926	.	-	.	Name=hsa-mir-5691;ID=MI0019296	-5.17496571531869	0
chr7	.	miRNA	97592970	97593038	.	+	.	Name=hsa-mir-5692a-1;ID=MI0019297	-5.17496571531869	0
chr8	.	miRNA	12576641	12576699	.	+	.	Name=hsa-mir-5692a-2;ID=MI0019298	-5.17496571531869	0
chrX	.	miRNA	29592395	29592475	.	+	.	Name=hsa-mir-4666b;ID=MI0019299	-5.17496571531869	0
chr13	.	miRNA	51922703	51922775	.	-	.	Name=hsa-mir-5693;ID=MI0019300	-5.17496571531869	0
chr14	.	miRNA	67908572	67908647	.	-	.	Name=hsa-mir-5694;ID=MI0019301	-5.17496571531869	0
chr19	.	miRNA	13031134	13031218	.	+	.	Name=hsa-mir-5695;ID=MI0019302	-3.58288802062173	0
chr2	.	miRNA	101925912	101925996	.	+	.	Name=hsa-mir-5696;ID=MI0019303	-3.74016264729499	0
chr1	.	miRNA	10027439	10027516	.	+	.	Name=hsa-mir-5697;ID=MI0019304	-5.17496571531869	0
chr1	.	miRNA	154076997	154077068	.	-	.	Name=hsa-mir-5698;ID=MI0019305	-5.17496571531869	0
chr12	.	miRNA	94955565	94955635	.	+	.	Name=hsa-mir-5700;ID=MI0019307	-5.17496571531869	0
chr15	.	miRNA	21145581	21145662	.	+	.	Name=hsa-mir-5701-1;ID=MI0019308	-2.68291365597317	1
chr2	.	miRNA	227523426	227523509	.	-	.	Name=hsa-mir-5702;ID=MI0019309	-4.79860402865823	0
chr2	.	miRNA	228336848	228336903	.	+	.	Name=hsa-mir-5703;ID=MI0019310	-5.17496571531869	0
chr21	.	miRNA	44371038	44371124	.	-	.	Name=hsa-mir-5692b;ID=MI0019311	-5.17496571531869	0
chr3	.	miRNA	131704699	131704775	.	-	.	Name=hsa-mir-5704;ID=MI0019312	-5.17496571531869	0
chr4	.	miRNA	88221647	88221735	.	-	.	Name=hsa-mir-5705;ID=MI0019313	-5.17496571531869	0
chr5	.	miRNA	118490332	118490411	.	+	.	Name=hsa-mir-5706;ID=MI0019314	-5.17496571531869	0
chr7	.	miRNA	158384308	158384388	.	+	.	Name=hsa-mir-5707;ID=MI0019315	-5.17496571531869	0
chr8	.	miRNA	81153624	81153708	.	+	.	Name=hsa-mir-5708;ID=MI0019316	-5.17496571531869	0
chr22	.	miRNA	28855857	28855936	.	+	.	Name=hsa-mir-5739;ID=MI0019412	-5.17496571531869	0
chr15	.	miRNA	22156766	22156847	.	+	.	Name=hsa-mir-5701-2;ID=MI0019593	-2.68291365597317	1
chr3	.	miRNA	50264868	50264922	.	+	.	Name=hsa-mir-5787;ID=MI0019797	-5.17496571531869	0
chr1	.	miRNA	63792596	63792655	.	-	.	Name=hsa-mir-6068;ID=MI0020345	-5.17496571531869	0
chr22	.	miRNA	35732714	35732792	.	-	.	Name=hsa-mir-6069;ID=MI0020346	-5.17496571531869	0
chr21	.	miRNA	45029768	45029870	.	-	.	Name=hsa-mir-6070;ID=MI0020347	-5.17496571531869	0
chr2	.	miRNA	86010723	86010800	.	-	.	Name=hsa-mir-6071;ID=MI0020348	-5.17496571531869	0
chr10	.	miRNA	2118213	2118283	.	-	.	Name=hsa-mir-6072;ID=MI0020349	-5.17496571531869	0
chr11	.	miRNA	15991079	15991167	.	-	.	Name=hsa-mir-6073;ID=MI0020350	-5.17496571531869	0
chr12	.	miRNA	66417400	66417506	.	-	.	Name=hsa-mir-6074;ID=MI0020351	-5.17496571531869	0
chr5	.	miRNA	1510877	1510971	.	-	.	Name=hsa-mir-6075;ID=MI0020352	-5.17496571531869	0
chr14	.	miRNA	50433117	50433229	.	+	.	Name=hsa-mir-6076;ID=MI0020353	-5.17496571531869	0
chr1	.	miRNA	143672921	143673002	.	+	.	Name=hsa-mir-6077-1;ID=MI0020354	-5.17496571531869	0
chr10	.	miRNA	4033352	4033451	.	+	.	Name=hsa-mir-6078;ID=MI0020355	-5.17496571531869	0
chr1	.	miRNA	44304294	44304355	.	+	.	Name=hsa-mir-6079;ID=MI0020356	-5.17496571531869	0
chr17	.	miRNA	62776877	62776942	.	+	.	Name=hsa-mir-6080;ID=MI0020357	-5.17496571531869	0
chr9	.	miRNA	97827632	97827728	.	+	.	Name=hsa-mir-6081;ID=MI0020358	-5.17496571531869	0
chr4	.	miRNA	172107335	172107443	.	+	.	Name=hsa-mir-6082;ID=MI0020359	-5.17496571531869	0
chr3	.	miRNA	124093179	124093284	.	+	.	Name=hsa-mir-6083;ID=MI0020360	-5.17496571531869	0
chr1	.	miRNA	20960172	20960281	.	+	.	Name=hsa-mir-6084;ID=MI0020361	-5.17496571531869	0
chr15	.	miRNA	62635228	62635337	.	+	.	Name=hsa-mir-6085;ID=MI0020362	-5.17496571531869	0
chrX	.	miRNA	13608411	13608465	.	+	.	Name=hsa-mir-6086;ID=MI0020363	-5.17496571531869	0
chrX	.	miRNA	108297772	108297820	.	+	.	Name=hsa-mir-6087;ID=MI0020364	0.934005506162728	2
chr19	.	miRNA	45939912	45939962	.	+	.	Name=hsa-mir-6088;ID=MI0020365	-5.17496571531869	0
chrX	.	miRNA	2527232	2527295	.	+	.	Name=hsa-mir-6089-1;ID=MI0020366	-5.17496571531869	0
chr11	.	miRNA	128392285	128392344	.	+	.	Name=hsa-mir-6090;ID=MI0020367	-5.17496571531869	0
chr11	.	miRNA	12185230	12185314	.	+	.	Name=hsa-mir-6124;ID=MI0021258	-5.17496571531869	0
chr12	.	miRNA	62654140	62654235	.	+	.	Name=hsa-mir-6125;ID=MI0021259	-5.17496571531869	0
chr16	.	miRNA	3535381	3535469	.	-	.	Name=hsa-mir-6126;ID=MI0021260	-5.17496571531869	0
chr1	.	miRNA	22959751	22959859	.	-	.	Name=hsa-mir-6127;ID=MI0021271	-5.17496571531869	0
chr11	.	miRNA	56511349	56511457	.	+	.	Name=hsa-mir-6128;ID=MI0021272	-3.98563862802063	0
chr17	.	miRNA	35974976	35975084	.	-	.	Name=hsa-mir-378j;ID=MI0021273	-5.17496571531869	0
chr17	.	miRNA	47365708	47365816	.	-	.	Name=hsa-mir-6129;ID=MI0021274	-4.74122029603076	0
chr21	.	miRNA	24451606	24451714	.	+	.	Name=hsa-mir-6130;ID=MI0021275	-4.27603520118168	0
chr5	.	miRNA	10478149	10478257	.	+	.	Name=hsa-mir-6131;ID=MI0021276	-5.17496571531869	0
chr7	.	miRNA	116660265	116660373	.	+	.	Name=hsa-mir-6132;ID=MI0021277	-5.17496571531869	0
chr7	.	miRNA	132975635	132975742	.	+	.	Name=hsa-mir-6133;ID=MI0021278	-4.48181853475874	0
chrX	.	miRNA	28513672	28513780	.	-	.	Name=hsa-mir-6134;ID=MI0021279	-5.17496571531869	0
chr17	.	miRNA	47588179	47588262	.	+	.	Name=hsa-mir-6165;ID=MI0021472	-5.17496571531869	0
chr11	.	miRNA	47201162	47201288	.	-	.	Name=hsa-mir-6745;ID=MI0022590	-5.17496571531869	0
chr8	.	miRNA	125520756	125520817	.	-	.	Name=hsa-mir-6844;ID=MI0022690	-2.94370648761787	1
chr11	.	miRNA	66813114	66813179	.	+	.	Name=hsa-mir-6860;ID=MI0022707	-5.17496571531869	0
chr16	.	miRNA	56938176	56938265	.	+	.	Name=hsa-mir-6863;ID=MI0022710	-5.17496571531869	0
chrY	.	miRNA	1362811	1362885	.	+	.	Name=hsa-mir-3690-2;ID=MI0023561	-5.17496571531869	0
chr1	.	miRNA	147860434	147860515	.	+	.	Name=hsa-mir-6077-2;ID=MI0023562	-5.17496571531869	0
chrY	.	miRNA	2477232	2477295	.	+	.	Name=hsa-mir-6089-2;ID=MI0023563	-5.17496571531869	0
chr9	.	miRNA	126247808	126247901	.	-	.	Name=hsa-mir-7150;ID=MI0023610	-5.17496571531869	0
chr2	.	miRNA	6790505	6790571	.	+	.	Name=hsa-mir-7515;ID=MI0024354	-5.17496571531869	0
chr11	.	miRNA	104123319	104123379	.	+	.	Name=hsa-mir-7641-1;ID=MI0024975	-1.92684787471912	1
chr14	.	miRNA	76070552	76070604	.	+	.	Name=hsa-mir-7641-2;ID=MI0024976	-2.20676014877387	1
chr9	.	miRNA	114033436	114033494	.	-	.	Name=hsa-mir-7702;ID=MI0025238	-5.17496571531869	0
chr14	.	miRNA	24612698	24612774	.	-	.	Name=hsa-mir-7703;ID=MI0025239	-5.17496571531869	0
chr2	.	miRNA	177053571	177053629	.	+	.	Name=hsa-mir-7704;ID=MI0025240	-1.35559213624163	1
chr8	.	miRNA	101715196	101715252	.	-	.	Name=hsa-mir-7705;ID=MI0025241	-2.02576182635182	1
chr15	.	miRNA	85923827	85923893	.	+	.	Name=hsa-mir-7706;ID=MI0025242	-2.4537480506329	1
chr2	.	miRNA	49286742	49286797	.	+	.	Name=hsa-mir-548ba;ID=MI0025747	-5.17496571531869	0
chr15	.	miRNA	51606231	51606306	.	+	.	Name=hsa-mir-7973-1;ID=MI0025748	-5.17496571531869	0
chr15	.	miRNA	51606229	51606304	.	-	.	Name=hsa-mir-7973-2;ID=MI0025749	-5.17496571531869	0
chr19	.	miRNA	11606359	11606437	.	-	.	Name=hsa-mir-7974;ID=MI0025750	-2.65483189814562	1
chr19	.	miRNA	55634593	55634660	.	-	.	Name=hsa-mir-7975;ID=MI0025751	-0.391811590664835	2
chr3	.	miRNA	127305954	127306019	.	-	.	Name=hsa-mir-7976;ID=MI0025752	-2.49601893566419	1
chr3	.	miRNA	176232891	176232939	.	+	.	Name=hsa-mir-7977;ID=MI0025753	-0.789864606450472	2
chr4	.	miRNA	21466323	21466381	.	-	.	Name=hsa-mir-7978;ID=MI0025754	-5.17496571531869	0
chr11	.	miRNA	130536630	130536698	.	+	.	Name=hsa-mir-8052;ID=MI0025888	-5.17496571531869	0
chr4	.	miRNA	47654686	47654760	.	+	.	Name=hsa-mir-8053;ID=MI0025889	-5.17496571531869	0
chr11	.	miRNA	23440651	23440736	.	-	.	Name=hsa-mir-8054;ID=MI0025890	-5.17496571531869	0
chr8	.	miRNA	6479645	6479741	.	-	.	Name=hsa-mir-8055;ID=MI0025891	-5.17496571531869	0
chr5	.	miRNA	172774458	172774539	.	+	.	Name=hsa-mir-8056;ID=MI0025892	-5.17496571531869	0
chr18	.	miRNA	24171431	24171499	.	-	.	Name=hsa-mir-8057;ID=MI0025893	-5.17496571531869	0
chr16	.	miRNA	82722536	82722624	.	+	.	Name=hsa-mir-8058;ID=MI0025894	-5.17496571531869	0
chr17	.	miRNA	48846011	48846091	.	+	.	Name=hsa-mir-8059;ID=MI0025895	-5.17496571531869	0
chr3	.	miRNA	96078808	96078883	.	+	.	Name=hsa-mir-8060;ID=MI0025896	-5.17496571531869	0
chr19	.	miRNA	55156760	55156834	.	+	.	Name=hsa-mir-8061;ID=MI0025897	-5.17496571531869	0
chr20	.	miRNA	7352255	7352339	.	+	.	Name=hsa-mir-8062;ID=MI0025898	-5.17496571531869	0
chr15	.	miRNA	37265022	37265102	.	-	.	Name=hsa-mir-8063;ID=MI0025899	-5.17496571531869	0
chr3	.	miRNA	52880479	52880568	.	-	.	Name=hsa-mir-8064;ID=MI0025900	-5.17496571531869	0
chr16	.	miRNA	5682468	5682567	.	+	.	Name=hsa-mir-8065;ID=MI0025901	-5.17496571531869	0
chr4	.	miRNA	102161952	102162029	.	-	.	Name=hsa-mir-8066;ID=MI0025902	-5.17496571531869	0
chr15	.	miRNA	62596857	62596933	.	-	.	Name=hsa-mir-8067;ID=MI0025903	-5.17496571531869	0
chr11	.	miRNA	28499028	28499095	.	-	.	Name=hsa-mir-8068;ID=MI0025904	-5.17496571531869	0
chr21	.	miRNA	15096510	15096595	.	+	.	Name=hsa-mir-8069;ID=MI0025905	-5.17496571531869	0
chr11	.	miRNA	11804682	11804769	.	-	.	Name=hsa-mir-8070;ID=MI0025906	-5.17496571531869	0
chr14	.	miRNA	106087453	106087517	.	+	.	Name=hsa-mir-8071-1;ID=MI0025907	-5.17496571531869	0
chr12	.	miRNA	123849311	123849390	.	-	.	Name=hsa-mir-8072;ID=MI0025908	-3.64260800736265	0
chr13	.	miRNA	110993305	110993376	.	+	.	Name=hsa-mir-8073;ID=MI0025909	-5.17496571531869	0
chr19	.	miRNA	51710185	51710265	.	-	.	Name=hsa-mir-8074;ID=MI0025910	-5.17496571531869	0
chr13	.	miRNA	113917234	113917313	.	+	.	Name=hsa-mir-8075;ID=MI0025911	-5.17496571531869	0
chr3	.	miRNA	113150965	113151047	.	-	.	Name=hsa-mir-8076;ID=MI0025912	-5.17496571531869	0
chr19	.	miRNA	42855283	42855357	.	+	.	Name=hsa-mir-8077;ID=MI0025913	-5.17496571531869	0
chr18	.	miRNA	112256	112339	.	-	.	Name=hsa-mir-8078;ID=MI0025914	-5.17496571531869	0
chr13	.	miRNA	44770265	44770336	.	-	.	Name=hsa-mir-8079;ID=MI0025915	-5.17496571531869	0
chr2	.	miRNA	80093621	80093709	.	-	.	Name=hsa-mir-8080;ID=MI0025916	-5.17496571531869	0
chr9	.	miRNA	109363209	109363303	.	+	.	Name=hsa-mir-8081;ID=MI0025917	-5.17496571531869	0
chr4	.	miRNA	114073438	114073518	.	+	.	Name=hsa-mir-8082;ID=MI0025918	-5.17496571531869	0
chr1	.	miRNA	153662181	153662269	.	-	.	Name=hsa-mir-8083;ID=MI0025919	-5.17496571531869	0
chr8	.	miRNA	94041979	94042067	.	+	.	Name=hsa-mir-8084;ID=MI0025920	-5.17496571531869	0
chr19	.	miRNA	45261914	45261978	.	+	.	Name=hsa-mir-8085;ID=MI0025921	-5.17496571531869	0
chr10	.	miRNA	28578187	28578279	.	-	.	Name=hsa-mir-8086;ID=MI0025922	-5.17496571531869	0
chr11	.	miRNA	27536517	27536594	.	-	.	Name=hsa-mir-8087;ID=MI0025923	-5.17496571531869	0
chrX	.	miRNA	52079699	52079784	.	-	.	Name=hsa-mir-8088;ID=MI0025924	-5.17496571531869	0
chr5	.	miRNA	180470403	180470484	.	-	.	Name=hsa-mir-8089;ID=MI0025925	-5.17496571531869	0
chr14	.	miRNA	106106505	106106569	.	+	.	Name=hsa-mir-8071-2;ID=MI0026417	-5.17496571531869	0
